TransactionNo,TransactionNo,Items,DateTime,Daypart,DayType
8255,8255,Tea,3/16/2017 16:42,Afternoon,Weekday
8255,8255,Bakewell,3/16/2017 16:42,Afternoon,Weekday
8255,8255,Bread,3/16/2017 16:42,Afternoon,Weekday
8256,8256,Smoothies,3/16/2017 16:44,Afternoon,Weekday
8256,8256,Coffee,3/16/2017 16:44,Afternoon,Weekday
8256,8256,Cake,3/16/2017 16:44,Afternoon,Weekday
8256,8256,Bread,3/16/2017 16:44,Afternoon,Weekday
8257,8257,Hot chocolate,3/16/2017 17:30,Evening,Weekday
8258,8258,Tea,3/17/2017 8:12,Morning,Weekday
8258,8258,Scone,3/17/2017 8:12,Morning,Weekday
8259,8259,Baguette,3/17/2017 8:15,Morning,Weekday
8259,8259,Cookies,3/17/2017 8:15,Morning,Weekday
8260,8260,Coffee,3/17/2017 8:19,Morning,Weekday
8260,8260,Bakewell,3/17/2017 8:19,Morning,Weekday
8261,8261,Mortimer,3/17/2017 8:24,Morning,Weekday
8262,8262,Bread,3/17/2017 8:59,Morning,Weekday
8263,8263,Bread,3/17/2017 9:00,Morning,Weekday
8264,8264,Coffee,3/17/2017 9:02,Morning,Weekday
8264,8264,Pastry,3/17/2017 9:02,Morning,Weekday
8265,8265,Coffee,3/17/2017 9:04,Morning,Weekday
8266,8266,Bread,3/17/2017 9:11,Morning,Weekday
8266,8266,Pastry,3/17/2017 9:11,Morning,Weekday
8267,8267,Bread,3/17/2017 9:13,Morning,Weekday
8268,8268,Coffee,3/17/2017 9:14,Morning,Weekday
8269,8269,Baguette,3/17/2017 9:36,Morning,Weekday
8270,8270,Coffee,3/17/2017 9:52,Morning,Weekday
8270,8270,Bread,3/17/2017 9:52,Morning,Weekday
8270,8270,Bread,3/17/2017 9:52,Morning,Weekday
8271,8271,Coffee,3/17/2017 9:52,Morning,Weekday
8271,8271,Coffee,3/17/2017 9:52,Morning,Weekday
8271,8271,Toast,3/17/2017 9:52,Morning,Weekday
8272,8272,Cake,3/17/2017 10:04,Morning,Weekday
8272,8272,Bread,3/17/2017 10:04,Morning,Weekday
8273,8273,Coffee,3/17/2017 10:10,Morning,Weekday
8274,8274,Coffee,3/17/2017 10:10,Morning,Weekday
8275,8275,Coffee,3/17/2017 10:13,Morning,Weekday
8275,8275,Coffee,3/17/2017 10:13,Morning,Weekday
8275,8275,Juice,3/17/2017 10:13,Morning,Weekday
8275,8275,Cake,3/17/2017 10:13,Morning,Weekday
8275,8275,Cookies,3/17/2017 10:13,Morning,Weekday
8276,8276,Baguette,3/17/2017 10:14,Morning,Weekday
8277,8277,Tea,3/17/2017 10:20,Morning,Weekday
8277,8277,Cake,3/17/2017 10:20,Morning,Weekday
8278,8278,Pastry,3/17/2017 10:21,Morning,Weekday
8278,8278,Coffee,3/17/2017 10:21,Morning,Weekday
8279,8279,Tea,3/17/2017 10:22,Morning,Weekday
8280,8280,Tea,3/17/2017 10:23,Morning,Weekday
8281,8281,Coffee,3/17/2017 10:25,Morning,Weekday
8281,8281,Pastry,3/17/2017 10:25,Morning,Weekday
8282,8282,Bread,3/17/2017 10:25,Morning,Weekday
8283,8283,Scandinavian,3/17/2017 10:28,Morning,Weekday
8284,8284,Cake,3/17/2017 11:17,Morning,Weekday
8284,8284,Tiffin,3/17/2017 11:17,Morning,Weekday
8284,8284,Coffee,3/17/2017 11:17,Morning,Weekday
8284,8284,Coffee,3/17/2017 11:17,Morning,Weekday
8285,8285,Tea,3/17/2017 11:36,Morning,Weekday
8285,8285,Hot chocolate,3/17/2017 11:36,Morning,Weekday
8285,8285,Pastry,3/17/2017 11:36,Morning,Weekday
8285,8285,Cake,3/17/2017 11:36,Morning,Weekday
8286,8286,Brownie,3/17/2017 11:47,Morning,Weekday
8286,8286,Bread,3/17/2017 11:47,Morning,Weekday
8287,8287,Bread,3/17/2017 11:56,Morning,Weekday
8288,8288,Coffee,3/17/2017 11:58,Morning,Weekday
8290,8290,Toast,3/17/2017 12:07,Afternoon,Weekday
8290,8290,Coffee,3/17/2017 12:07,Afternoon,Weekday
8291,8291,Tea,3/17/2017 12:07,Afternoon,Weekday
8291,8291,Toast,3/17/2017 12:07,Afternoon,Weekday
8292,8292,Coffee,3/17/2017 12:16,Afternoon,Weekday
8292,8292,Coffee,3/17/2017 12:16,Afternoon,Weekday
8292,8292,Sandwich,3/17/2017 12:16,Afternoon,Weekday
8292,8292,Pastry,3/17/2017 12:16,Afternoon,Weekday
8296,8296,Coffee,3/17/2017 12:35,Afternoon,Weekday
8298,8298,Bread,3/17/2017 13:06,Afternoon,Weekday
8299,8299,Coffee,3/17/2017 13:20,Afternoon,Weekday
8300,8300,Tiffin,3/17/2017 13:22,Afternoon,Weekday
8302,8302,Coffee,3/17/2017 13:29,Afternoon,Weekday
8303,8303,Cake,3/17/2017 13:37,Afternoon,Weekday
8303,8303,Cake,3/17/2017 13:37,Afternoon,Weekday
8303,8303,Brownie,3/17/2017 13:37,Afternoon,Weekday
8304,8304,Half slice Monster ,3/17/2017 13:37,Afternoon,Weekday
8305,8305,Coffee,3/17/2017 13:50,Afternoon,Weekday
8305,8305,Coffee,3/17/2017 13:50,Afternoon,Weekday
8305,8305,Mineral water,3/17/2017 13:50,Afternoon,Weekday
8306,8306,Bread,3/17/2017 13:53,Afternoon,Weekday
8306,8306,Coffee,3/17/2017 13:53,Afternoon,Weekday
8306,8306,Cookies,3/17/2017 13:53,Afternoon,Weekday
8306,8306,Brownie,3/17/2017 13:53,Afternoon,Weekday
8307,8307,Coffee,3/17/2017 13:54,Afternoon,Weekday
8307,8307,Soup,3/17/2017 13:54,Afternoon,Weekday
8307,8307,Sandwich,3/17/2017 13:54,Afternoon,Weekday
8308,8308,Coffee,3/17/2017 14:06,Afternoon,Weekday
8308,8308,Coffee granules ,3/17/2017 14:06,Afternoon,Weekday
8308,8308,Extra Salami or Feta,3/17/2017 14:06,Afternoon,Weekday
8308,8308,Salad,3/17/2017 14:06,Afternoon,Weekday
8310,8310,Salad,3/17/2017 14:22,Afternoon,Weekday
8310,8310,Coffee,3/17/2017 14:22,Afternoon,Weekday
8310,8310,Coffee,3/17/2017 14:22,Afternoon,Weekday
8311,8311,Coffee,3/17/2017 14:29,Afternoon,Weekday
8311,8311,Coffee,3/17/2017 14:29,Afternoon,Weekday
8311,8311,Cake,3/17/2017 14:29,Afternoon,Weekday
8311,8311,Salad,3/17/2017 14:29,Afternoon,Weekday
8312,8312,Cake,3/17/2017 14:35,Afternoon,Weekday
8312,8312,Cookies,3/17/2017 14:35,Afternoon,Weekday
8313,8313,Coffee,3/17/2017 14:50,Afternoon,Weekday
8313,8313,Coffee,3/17/2017 14:50,Afternoon,Weekday
8313,8313,Cookies,3/17/2017 14:50,Afternoon,Weekday
8314,8314,Scone,3/17/2017 14:53,Afternoon,Weekday
8314,8314,Coffee,3/17/2017 14:53,Afternoon,Weekday
8315,8315,Coffee,3/17/2017 15:08,Afternoon,Weekday
8315,8315,Coffee,3/17/2017 15:08,Afternoon,Weekday
8315,8315,Salad,3/17/2017 15:08,Afternoon,Weekday
8316,8316,Coke,3/17/2017 15:10,Afternoon,Weekday
8317,8317,Coffee,3/17/2017 15:20,Afternoon,Weekday
8317,8317,Cake,3/17/2017 15:20,Afternoon,Weekday
8317,8317,Cake,3/17/2017 15:20,Afternoon,Weekday
8318,8318,Hot chocolate,3/17/2017 15:36,Afternoon,Weekday
8318,8318,Coffee,3/17/2017 15:36,Afternoon,Weekday
8318,8318,Tiffin,3/17/2017 15:36,Afternoon,Weekday
8319,8319,Hot chocolate,3/17/2017 16:00,Afternoon,Weekday
8319,8319,Coffee,3/17/2017 16:00,Afternoon,Weekday
8319,8319,Scone,3/17/2017 16:00,Afternoon,Weekday
8320,8320,Bread,3/17/2017 16:23,Afternoon,Weekday
8321,8321,Hot chocolate,3/17/2017 16:32,Afternoon,Weekday
8321,8321,Hot chocolate,3/17/2017 16:32,Afternoon,Weekday
8321,8321,Coffee,3/17/2017 16:32,Afternoon,Weekday
8322,8322,Tiffin,3/17/2017 16:44,Afternoon,Weekday
8323,8323,Coffee,3/18/2017 8:13,Morning,Weekend
8323,8323,Sandwich,3/18/2017 8:13,Morning,Weekend
8323,8323,Sandwich,3/18/2017 8:13,Morning,Weekend
8324,8324,Hot chocolate,3/18/2017 8:22,Morning,Weekend
8324,8324,Coffee,3/18/2017 8:22,Morning,Weekend
8324,8324,Pastry,3/18/2017 8:22,Morning,Weekend
8325,8325,Coffee,3/18/2017 8:35,Morning,Weekend
8325,8325,Medialuna,3/18/2017 8:35,Morning,Weekend
8326,8326,Coffee,3/18/2017 8:49,Morning,Weekend
8326,8326,Pastry,3/18/2017 8:49,Morning,Weekend
8327,8327,Coffee,3/18/2017 8:52,Morning,Weekend
8327,8327,Coffee,3/18/2017 8:52,Morning,Weekend
8327,8327,Medialuna,3/18/2017 8:52,Morning,Weekend
8327,8327,Cookies,3/18/2017 8:52,Morning,Weekend
8328,8328,Bread,3/18/2017 8:58,Morning,Weekend
8328,8328,Bread,3/18/2017 8:58,Morning,Weekend
8328,8328,Bread,3/18/2017 8:58,Morning,Weekend
8328,8328,Pastry,3/18/2017 8:58,Morning,Weekend
8329,8329,Coffee,3/18/2017 9:10,Morning,Weekend
8330,8330,Bread,3/18/2017 9:11,Morning,Weekend
8330,8330,Baguette,3/18/2017 9:11,Morning,Weekend
8331,8331,Toast,3/18/2017 9:14,Morning,Weekend
8331,8331,Coffee,3/18/2017 9:14,Morning,Weekend
8332,8332,Farm House,3/18/2017 9:45,Morning,Weekend
8332,8332,Cake,3/18/2017 9:45,Morning,Weekend
8333,8333,Pastry,3/18/2017 9:49,Morning,Weekend
8333,8333,Bread,3/18/2017 9:49,Morning,Weekend
8334,8334,Coffee,3/18/2017 9:52,Morning,Weekend
8335,8335,Coffee,3/18/2017 10:03,Morning,Weekend
8335,8335,Cookies,3/18/2017 10:03,Morning,Weekend
8336,8336,Bread,3/18/2017 10:13,Morning,Weekend
8336,8336,Bread,3/18/2017 10:13,Morning,Weekend
8337,8337,Coffee,3/18/2017 10:14,Morning,Weekend
8337,8337,Pastry,3/18/2017 10:14,Morning,Weekend
8337,8337,Medialuna,3/18/2017 10:14,Morning,Weekend
8338,8338,Cake,3/18/2017 10:19,Morning,Weekend
8338,8338,Scone,3/18/2017 10:19,Morning,Weekend
8338,8338,Scandinavian,3/18/2017 10:19,Morning,Weekend
8339,8339,Coffee,3/18/2017 10:37,Morning,Weekend
8340,8340,Coffee,3/18/2017 10:37,Morning,Weekend
8341,8341,Coffee,3/18/2017 10:38,Morning,Weekend
8342,8342,Afternoon with the baker,3/18/2017 10:45,Morning,Weekend
8343,8343,Coffee,3/18/2017 10:47,Morning,Weekend
8343,8343,Duck egg,3/18/2017 10:47,Morning,Weekend
8344,8344,Bread,3/18/2017 10:55,Morning,Weekend
8345,8345,Tea,3/18/2017 10:57,Morning,Weekend
8346,8346,Toast,3/18/2017 10:58,Morning,Weekend
8346,8346,Coffee,3/18/2017 10:58,Morning,Weekend
8347,8347,Bread,3/18/2017 10:58,Morning,Weekend
8348,8348,Coffee,3/18/2017 11:01,Morning,Weekend
8348,8348,Toast,3/18/2017 11:01,Morning,Weekend
8349,8349,Bread,3/18/2017 11:05,Morning,Weekend
8349,8349,Truffles,3/18/2017 11:05,Morning,Weekend
8350,8350,Juice,3/18/2017 11:14,Morning,Weekend
8350,8350,Coffee,3/18/2017 11:14,Morning,Weekend
8350,8350,Bread,3/18/2017 11:14,Morning,Weekend
8350,8350,Toast,3/18/2017 11:14,Morning,Weekend
8351,8351,Coffee,3/18/2017 11:22,Morning,Weekend
8352,8352,Tea,3/18/2017 11:33,Morning,Weekend
8353,8353,Coffee,3/18/2017 11:42,Morning,Weekend
8353,8353,Tiffin,3/18/2017 11:42,Morning,Weekend
8353,8353,Scone,3/18/2017 11:42,Morning,Weekend
8353,8353,Bread,3/18/2017 11:42,Morning,Weekend
8354,8354,Coffee,3/18/2017 11:45,Morning,Weekend
8354,8354,Brownie,3/18/2017 11:45,Morning,Weekend
8355,8355,Jam,3/18/2017 11:49,Morning,Weekend
8356,8356,Mineral water,3/18/2017 11:51,Morning,Weekend
8356,8356,Scone,3/18/2017 11:51,Morning,Weekend
8357,8357,Mineral water,3/18/2017 11:52,Morning,Weekend
8358,8358,Coffee,3/18/2017 12:02,Afternoon,Weekend
8358,8358,Hot chocolate,3/18/2017 12:02,Afternoon,Weekend
8358,8358,Bread,3/18/2017 12:02,Afternoon,Weekend
8358,8358,Scone,3/18/2017 12:02,Afternoon,Weekend
8359,8359,Bread,3/18/2017 12:03,Afternoon,Weekend
8360,8360,Coffee,3/18/2017 12:07,Afternoon,Weekend
8360,8360,Salad,3/18/2017 12:07,Afternoon,Weekend
8360,8360,Sandwich,3/18/2017 12:07,Afternoon,Weekend
8361,8361,Bread,3/18/2017 12:12,Afternoon,Weekend
8362,8362,Coffee,3/18/2017 12:17,Afternoon,Weekend
8362,8362,Coffee,3/18/2017 12:17,Afternoon,Weekend
8363,8363,Coffee,3/18/2017 12:27,Afternoon,Weekend
8363,8363,Coffee,3/18/2017 12:27,Afternoon,Weekend
8363,8363,Scone,3/18/2017 12:27,Afternoon,Weekend
8363,8363,Tiffin,3/18/2017 12:27,Afternoon,Weekend
8364,8364,Coffee,3/18/2017 12:27,Afternoon,Weekend
8365,8365,Tea,3/18/2017 12:33,Afternoon,Weekend
8365,8365,Coffee,3/18/2017 12:33,Afternoon,Weekend
8365,8365,Coffee,3/18/2017 12:33,Afternoon,Weekend
8366,8366,Soup,3/18/2017 12:38,Afternoon,Weekend
8366,8366,Mineral water,3/18/2017 12:38,Afternoon,Weekend
8366,8366,Brownie,3/18/2017 12:38,Afternoon,Weekend
8367,8367,Mineral water,3/18/2017 12:41,Afternoon,Weekend
8368,8368,Bread,3/18/2017 12:43,Afternoon,Weekend
8368,8368,Scone,3/18/2017 12:43,Afternoon,Weekend
8368,8368,Cookies,3/18/2017 12:43,Afternoon,Weekend
8368,8368,Soup,3/18/2017 12:43,Afternoon,Weekend
8369,8369,Spanish Brunch,3/18/2017 12:45,Afternoon,Weekend
8369,8369,The Nomad,3/18/2017 12:45,Afternoon,Weekend
8369,8369,Coffee,3/18/2017 12:45,Afternoon,Weekend
8370,8370,Bread,3/18/2017 12:47,Afternoon,Weekend
8371,8371,Sandwich,3/18/2017 13:03,Afternoon,Weekend
8371,8371,Coffee,3/18/2017 13:03,Afternoon,Weekend
8371,8371,Tiffin,3/18/2017 13:03,Afternoon,Weekend
8371,8371,Cake,3/18/2017 13:03,Afternoon,Weekend
8372,8372,Coffee,3/18/2017 13:04,Afternoon,Weekend
8372,8372,Cookies,3/18/2017 13:04,Afternoon,Weekend
8373,8373,Tiffin,3/18/2017 13:05,Afternoon,Weekend
8374,8374,Sandwich,3/18/2017 13:08,Afternoon,Weekend
8374,8374,Salad,3/18/2017 13:08,Afternoon,Weekend
8374,8374,Bread,3/18/2017 13:08,Afternoon,Weekend
8374,8374,Juice,3/18/2017 13:08,Afternoon,Weekend
8375,8375,Sandwich,3/18/2017 13:10,Afternoon,Weekend
8375,8375,Tea,3/18/2017 13:10,Afternoon,Weekend
8375,8375,Cake,3/18/2017 13:10,Afternoon,Weekend
8375,8375,Coffee,3/18/2017 13:10,Afternoon,Weekend
8376,8376,Bread,3/18/2017 13:12,Afternoon,Weekend
8377,8377,Bread,3/18/2017 13:14,Afternoon,Weekend
8377,8377,Jam,3/18/2017 13:14,Afternoon,Weekend
8378,8378,Bread,3/18/2017 13:15,Afternoon,Weekend
8378,8378,The Nomad,3/18/2017 13:15,Afternoon,Weekend
8378,8378,Jam,3/18/2017 13:15,Afternoon,Weekend
8379,8379,Bread,3/18/2017 13:19,Afternoon,Weekend
8380,8380,Coffee,3/18/2017 13:27,Afternoon,Weekend
8380,8380,Hot chocolate,3/18/2017 13:27,Afternoon,Weekend
8380,8380,Brownie,3/18/2017 13:27,Afternoon,Weekend
8380,8380,Bread,3/18/2017 13:27,Afternoon,Weekend
8381,8381,Bread,3/18/2017 13:27,Afternoon,Weekend
8382,8382,Coffee,3/18/2017 13:47,Afternoon,Weekend
8382,8382,Tea,3/18/2017 13:47,Afternoon,Weekend
8382,8382,Spanish Brunch,3/18/2017 13:47,Afternoon,Weekend
8383,8383,Fudge,3/18/2017 13:50,Afternoon,Weekend
8383,8383,Baguette,3/18/2017 13:50,Afternoon,Weekend
8384,8384,Sandwich,3/18/2017 14:00,Afternoon,Weekend
8385,8385,Bread,3/18/2017 14:01,Afternoon,Weekend
8386,8386,Sandwich,3/18/2017 14:03,Afternoon,Weekend
8387,8387,Scandinavian,3/18/2017 14:15,Afternoon,Weekend
8388,8388,Tea,3/18/2017 14:24,Afternoon,Weekend
8388,8388,Scone,3/18/2017 14:24,Afternoon,Weekend
8389,8389,Tea,3/18/2017 14:41,Afternoon,Weekend
8389,8389,Tiffin,3/18/2017 14:41,Afternoon,Weekend
8389,8389,Brownie,3/18/2017 14:41,Afternoon,Weekend
8390,8390,Scone,3/18/2017 14:54,Afternoon,Weekend
8390,8390,Bread,3/18/2017 14:54,Afternoon,Weekend
8391,8391,Coffee,3/18/2017 15:00,Afternoon,Weekend
8391,8391,Coffee,3/18/2017 15:00,Afternoon,Weekend
8391,8391,Cake,3/18/2017 15:00,Afternoon,Weekend
8391,8391,Scone,3/18/2017 15:00,Afternoon,Weekend
8392,8392,Bread,3/18/2017 15:03,Afternoon,Weekend
8393,8393,Cake,3/18/2017 15:06,Afternoon,Weekend
8393,8393,Coffee,3/18/2017 15:06,Afternoon,Weekend
8394,8394,Cake,3/18/2017 15:09,Afternoon,Weekend
8394,8394,Cake,3/18/2017 15:09,Afternoon,Weekend
8394,8394,Bread,3/18/2017 15:09,Afternoon,Weekend
8394,8394,Tea,3/18/2017 15:09,Afternoon,Weekend
8395,8395,Coffee,3/18/2017 15:41,Afternoon,Weekend
8395,8395,Tea,3/18/2017 15:41,Afternoon,Weekend
8396,8396,Scone,3/18/2017 15:42,Afternoon,Weekend
8397,8397,Hot chocolate,3/18/2017 15:46,Afternoon,Weekend
8397,8397,Coffee,3/18/2017 15:46,Afternoon,Weekend
8397,8397,Cake,3/18/2017 15:46,Afternoon,Weekend
8398,8398,Half slice Monster ,3/18/2017 15:52,Afternoon,Weekend
8399,8399,Tea,3/18/2017 15:54,Afternoon,Weekend
8399,8399,Chicken Stew,3/18/2017 15:54,Afternoon,Weekend
8400,8400,Tea,3/18/2017 16:09,Afternoon,Weekend
8400,8400,Cookies,3/18/2017 16:09,Afternoon,Weekend
8400,8400,Cake,3/18/2017 16:09,Afternoon,Weekend
8401,8401,Coffee,3/18/2017 16:26,Afternoon,Weekend
8401,8401,Tea,3/18/2017 16:26,Afternoon,Weekend
8401,8401,Cake,3/18/2017 16:26,Afternoon,Weekend
8402,8402,Coffee,3/18/2017 16:52,Afternoon,Weekend
8402,8402,Smoothies,3/18/2017 16:52,Afternoon,Weekend
8402,8402,Soup,3/18/2017 16:52,Afternoon,Weekend
8402,8402,Sandwich,3/18/2017 16:52,Afternoon,Weekend
8402,8402,Cake,3/18/2017 16:52,Afternoon,Weekend
8403,8403,Coffee,3/18/2017 17:03,Evening,Weekend
8403,8403,Coke,3/18/2017 17:03,Evening,Weekend
8403,8403,Salad,3/18/2017 17:03,Evening,Weekend
8404,8404,Coffee,3/19/2017 9:39,Morning,Weekend
8405,8405,Coffee,3/19/2017 9:50,Morning,Weekend
8406,8406,Coffee,3/19/2017 9:56,Morning,Weekend
8406,8406,Tiffin,3/19/2017 9:56,Morning,Weekend
8407,8407,Spanish Brunch,3/19/2017 10:01,Morning,Weekend
8407,8407,Scone,3/19/2017 10:01,Morning,Weekend
8407,8407,Coffee,3/19/2017 10:01,Morning,Weekend
8407,8407,Bread,3/19/2017 10:01,Morning,Weekend
8408,8408,Coffee,3/19/2017 10:03,Morning,Weekend
8408,8408,Medialuna,3/19/2017 10:03,Morning,Weekend
8409,8409,Bread,3/19/2017 10:31,Morning,Weekend
8410,8410,Tea,3/19/2017 10:43,Morning,Weekend
8411,8411,Bread,3/19/2017 10:44,Morning,Weekend
8412,8412,Coffee,3/19/2017 10:58,Morning,Weekend
8412,8412,Coffee,3/19/2017 10:58,Morning,Weekend
8412,8412,Cake,3/19/2017 10:58,Morning,Weekend
8413,8413,Tea,3/19/2017 11:00,Morning,Weekend
8414,8414,Coffee,3/19/2017 11:14,Morning,Weekend
8414,8414,Coffee,3/19/2017 11:14,Morning,Weekend
8414,8414,Medialuna,3/19/2017 11:14,Morning,Weekend
8414,8414,Tiffin,3/19/2017 11:14,Morning,Weekend
8415,8415,Coffee,3/19/2017 11:24,Morning,Weekend
8415,8415,Bread,3/19/2017 11:24,Morning,Weekend
8415,8415,Bread,3/19/2017 11:24,Morning,Weekend
8416,8416,Bread,3/19/2017 11:25,Morning,Weekend
8416,8416,Medialuna,3/19/2017 11:25,Morning,Weekend
8417,8417,Coffee,3/19/2017 11:27,Morning,Weekend
8418,8418,Tea,3/19/2017 11:28,Morning,Weekend
8418,8418,Tea,3/19/2017 11:28,Morning,Weekend
8418,8418,Scone,3/19/2017 11:28,Morning,Weekend
8419,8419,Hot chocolate,3/19/2017 11:29,Morning,Weekend
8419,8419,Tea,3/19/2017 11:29,Morning,Weekend
8419,8419,Bread,3/19/2017 11:29,Morning,Weekend
8419,8419,Cake,3/19/2017 11:29,Morning,Weekend
8420,8420,Bread,3/19/2017 11:43,Morning,Weekend
8420,8420,Spanish Brunch,3/19/2017 11:43,Morning,Weekend
8421,8421,Bread,3/19/2017 11:45,Morning,Weekend
8422,8422,Spanish Brunch,3/19/2017 11:47,Morning,Weekend
8422,8422,Truffles,3/19/2017 11:47,Morning,Weekend
8422,8422,Juice,3/19/2017 11:47,Morning,Weekend
8422,8422,Coffee,3/19/2017 11:47,Morning,Weekend
8422,8422,Tiffin,3/19/2017 11:47,Morning,Weekend
8423,8423,Coffee,3/19/2017 11:52,Morning,Weekend
8424,8424,Bread,3/19/2017 11:59,Morning,Weekend
8424,8424,Bread,3/19/2017 11:59,Morning,Weekend
8425,8425,Bread,3/19/2017 12:02,Afternoon,Weekend
8426,8426,Farm House,3/19/2017 12:04,Afternoon,Weekend
8427,8427,Coffee,3/19/2017 12:06,Afternoon,Weekend
8427,8427,Scone,3/19/2017 12:06,Afternoon,Weekend
8428,8428,Bread,3/19/2017 12:27,Afternoon,Weekend
8429,8429,Coffee,3/19/2017 12:36,Afternoon,Weekend
8429,8429,Coffee,3/19/2017 12:36,Afternoon,Weekend
8429,8429,Spanish Brunch,3/19/2017 12:36,Afternoon,Weekend
8429,8429,Coffee,3/19/2017 12:36,Afternoon,Weekend
8429,8429,Art Tray,3/19/2017 12:36,Afternoon,Weekend
8430,8430,Spanish Brunch,3/19/2017 12:36,Afternoon,Weekend
8430,8430,Hot chocolate,3/19/2017 12:36,Afternoon,Weekend
8431,8431,Coffee,3/19/2017 12:38,Afternoon,Weekend
8431,8431,Coffee,3/19/2017 12:38,Afternoon,Weekend
8431,8431,Cake,3/19/2017 12:38,Afternoon,Weekend
8431,8431,Scone,3/19/2017 12:38,Afternoon,Weekend
8432,8432,Tiffin,3/19/2017 12:39,Afternoon,Weekend
8432,8432,Coffee,3/19/2017 12:39,Afternoon,Weekend
8433,8433,Tea,3/19/2017 12:40,Afternoon,Weekend
8433,8433,Cookies,3/19/2017 12:40,Afternoon,Weekend
8434,8434,Coffee,3/19/2017 12:41,Afternoon,Weekend
8434,8434,Bread,3/19/2017 12:41,Afternoon,Weekend
8435,8435,Sandwich,3/19/2017 12:59,Afternoon,Weekend
8435,8435,Muffin,3/19/2017 12:59,Afternoon,Weekend
8435,8435,Bread,3/19/2017 12:59,Afternoon,Weekend
8435,8435,Cookies,3/19/2017 12:59,Afternoon,Weekend
8436,8436,Farm House,3/19/2017 13:11,Afternoon,Weekend
8437,8437,Spanish Brunch,3/19/2017 13:30,Afternoon,Weekend
8437,8437,Salad,3/19/2017 13:30,Afternoon,Weekend
8437,8437,Tea,3/19/2017 13:30,Afternoon,Weekend
8437,8437,Coffee,3/19/2017 13:30,Afternoon,Weekend
8437,8437,Pastry,3/19/2017 13:30,Afternoon,Weekend
8437,8437,Cake,3/19/2017 13:30,Afternoon,Weekend
8438,8438,Smoothies,3/19/2017 13:40,Afternoon,Weekend
8438,8438,Coffee,3/19/2017 13:40,Afternoon,Weekend
8438,8438,Soup,3/19/2017 13:40,Afternoon,Weekend
8438,8438,Salad,3/19/2017 13:40,Afternoon,Weekend
8439,8439,Sandwich,3/19/2017 13:43,Afternoon,Weekend
8439,8439,Tea,3/19/2017 13:43,Afternoon,Weekend
8439,8439,Coffee,3/19/2017 13:43,Afternoon,Weekend
8440,8440,Sandwich,3/19/2017 13:49,Afternoon,Weekend
8440,8440,Sandwich,3/19/2017 13:49,Afternoon,Weekend
8441,8441,Spanish Brunch,3/19/2017 13:56,Afternoon,Weekend
8441,8441,Toast,3/19/2017 13:56,Afternoon,Weekend
8441,8441,Salad,3/19/2017 13:56,Afternoon,Weekend
8441,8441,Baguette,3/19/2017 13:56,Afternoon,Weekend
8442,8442,Sandwich,3/19/2017 14:22,Afternoon,Weekend
8442,8442,Sandwich,3/19/2017 14:22,Afternoon,Weekend
8443,8443,Cake,3/19/2017 14:41,Afternoon,Weekend
8443,8443,Bread,3/19/2017 14:41,Afternoon,Weekend
8443,8443,Muffin,3/19/2017 14:41,Afternoon,Weekend
8444,8444,Coffee,3/19/2017 14:43,Afternoon,Weekend
8444,8444,Coffee,3/19/2017 14:43,Afternoon,Weekend
8444,8444,Pastry,3/19/2017 14:43,Afternoon,Weekend
8445,8445,Coffee,3/19/2017 14:51,Afternoon,Weekend
8445,8445,Coffee,3/19/2017 14:51,Afternoon,Weekend
8445,8445,Sandwich,3/19/2017 14:51,Afternoon,Weekend
8445,8445,Chicken Stew,3/19/2017 14:51,Afternoon,Weekend
8446,8446,Cake,3/19/2017 14:52,Afternoon,Weekend
8446,8446,Coffee,3/19/2017 14:52,Afternoon,Weekend
8446,8446,Coffee,3/19/2017 14:52,Afternoon,Weekend
8447,8447,Bread,3/19/2017 15:06,Afternoon,Weekend
8448,8448,Spanish Brunch,3/19/2017 15:08,Afternoon,Weekend
8448,8448,Coffee,3/19/2017 15:08,Afternoon,Weekend
8448,8448,Coke,3/19/2017 15:08,Afternoon,Weekend
8448,8448,Bread,3/19/2017 15:08,Afternoon,Weekend
8448,8448,Mineral water,3/19/2017 15:08,Afternoon,Weekend
8448,8448,Soup,3/19/2017 15:08,Afternoon,Weekend
8449,8449,Tea,3/19/2017 15:16,Afternoon,Weekend
8449,8449,Cake,3/19/2017 15:16,Afternoon,Weekend
8450,8450,Coffee,3/19/2017 15:17,Afternoon,Weekend
8450,8450,Sandwich,3/19/2017 15:17,Afternoon,Weekend
8450,8450,Sandwich,3/19/2017 15:17,Afternoon,Weekend
8450,8450,Muffin,3/19/2017 15:17,Afternoon,Weekend
8451,8451,Coffee,3/19/2017 15:29,Afternoon,Weekend
8452,8452,Coffee,3/19/2017 15:34,Afternoon,Weekend
8452,8452,Tea,3/19/2017 15:34,Afternoon,Weekend
8452,8452,Cake,3/19/2017 15:34,Afternoon,Weekend
8452,8452,Scone,3/19/2017 15:34,Afternoon,Weekend
8453,8453,Pastry,3/19/2017 15:44,Afternoon,Weekend
8453,8453,Scone,3/19/2017 15:44,Afternoon,Weekend
8454,8454,Coffee,3/19/2017 16:37,Afternoon,Weekend
8455,8455,Afternoon with the baker,3/19/2017 18:33,Evening,Weekend
8456,8456,Coffee,3/20/2017 8:25,Morning,Weekday
8457,8457,Coffee,3/20/2017 8:57,Morning,Weekday
8458,8458,Coffee,3/20/2017 9:00,Morning,Weekday
